Administration,Avis,Adresses,Dates,Régions,Latitudes,Longitudes
Commissariat de Police,"J’ai passé une super Garde à vue !
Beaucoup d’ambiance et des policières très sexy et accueillante bien que trop porter sur le côté agressif 😍 …","1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,"Sans doute le meilleur sejour de ma vie, on c'est super eclaté, les matelas sont confortables le personnel est cool, seul bemol j'ai pas eu le droit a une cigarette.Je conseille vivement","1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a un an, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,"Je suis cadre en banque, et j’ai fait des études superieurs (bac+4). Je n’ai jamais eu aucun souci avec la justice. Hier je me fais interpeler pour un souci de plaque d immatriculation. Les agents me demande de me representer au …","1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,"Plus d'un mois qu'on appelle tout les soirs pour du tapage, on ne les a jamais vu se déplacer car d'après eux, il n'y a pas de véhicules disponible! C'est une blague! En fait ce Commissariat ne sert à rien quoi...","1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,"je suis sûr que cela fera une différence.  J'y suis allé pour signaler un délit de fuite.  J'ai été traité comme si j'avais fait une erreur en venant ici pour obtenir de l'aide.  le gars me criait dessus.  à un moment donné, j'ai décidé de partir.","1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,"Bon certes il est moche, mais à l'avantage d'être dans le secteur clichy montfermeil. Je regrette qu'une infime minorité de policiers sont arrogant (je me souviens un policier qui me disais que son collègue s'emporte rapidement). Mais bon, force à vous !","1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 6 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,"J'y suis allée avec beaucoup d'appréhension en lisant les commentaires laissés, mais j'ai été agréablement surprise par la gentillesse et l'accueil des agents sur place. Mille mercis pour l'écoute et la gentillesse lors de notre dépôt de plainte","1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,"En juin, la policière refuse de prendre ma plainte. Alors que l'on vient de me casser ma vitre de voiture.
Cest le monde à l'envers. …","1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 3 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,"procès d'intention il se prennent pour la justice
malheuresement mauvaise experience
ma voiture etait garé je suis tomber malade il sont partis jusqu'a voir si …","1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,Très déçu de l'agent d'accueil qui m'a confirmé et je précisé  avec insistance que les déclarations de vol de permis de conduire s'effectuaient directement en sous préfecture.. …,"1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 6 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,Incompetent même avec des numéro de plaque il ne font même pas leur boulot et après il se plaigne qu'il y a des morts ou des blessé Je vais être obliger de me debrouiller seul avec mes potes pfff,"1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 3 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,Arrestation arbitraire et sans aucun motif. Ils te sequestrent pendant au moins 4h de temps et relâchent quand ils n’ont aucune preuve contre toi. Agents de police très arrogants. A éviter au Max,"1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,Des guignols te mette en garde à vue pour rien car niveau arrestation ils sont bon à rien sa sent le racisme,"1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 5 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,ne repond jamais quelque soit l'heure. où repondent au bout de 25min je mendemande si c'est le fait d'être à clichy sous bois?,"1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 5 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,Personnel très courtois et rapide rien a redire.,"1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,Beaucoup d'attente.,"1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 5 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police,pu sa mere,"1 Carr des Libertes, 93390 Clichy-sous-Bois",il y a 5 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Lamentable ce commissariat. 45min pour faire une pauvre procuration...personne à l'accueil...c'est désespérant...la prochaine fois je ne perdrai pas mon temps à faire une procuration...dommage ça pourrait être tellement simple...en plus un jeune qui venait portait plainte et à l'interphone on lui demande pourquoi...nous étions 5 personnes à attendre...et à toute entendre...,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 11 mois, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Je voulais faire part de ma surprise de devoir attendre dehors avant de rentrer dans un commissariat. Quand il fait chaud je veux bien mais quand il fait 2 degrés c'est très moyen de devoir attendre 10min dans le froid. On attend bcp mieux …,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Après avoir passer 3 appels à l’hôtel de police suite à une intrusion  au domicile de mère,  aucun agent de police s’est  déplacé. Mais sur place, il y a des officiers de police   plus disponibles et emphatiques. A l’accueil, une dame, ( …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Suite à un contrôle le soir du samedi 2 juillet je voulais faire pars de mon avis sur 3 policiers non chaland et très désagréable. L’un se prenait pour buzz l’éclair et l’autre pour lucky luc. Le 3eme était sûrement un stagiaire qui apporte …,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 10 mois, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"L accueil : une honte ! Je pose les pied pour la première fois dans un hôtel de police pour suivre un dépôt de plainte après avoir fait un pré dépôt.
Ni bonjour, ni svp, une honte ! …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Je suis venu ce samedi matin et je suis tombé sur un faignant a linterphone qui na pas voulu que je paye mon amende pour aller recuperer ma voiture a la fouriere resultat je paye 2 jours de fouriere pour rien a cause dun faignant qui voulait pas faire de l'administratif.....ses pauvres parents,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 7 mois, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Abasourdie par la conversation que je viens d’avoir avec un officier. Après 56 minutes d’attente pour qu’un officier veuille bien décrocher, je me fais remballer puis raccrocher au nez puisque monsieur a du travail alors que je lui demande …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Vraiment très déçu  par la police  de pontoise 95300 j ai été  déposer  une plainte  pour menace sur ma personne  on me dit de faire juste une main courante  on a vraiment rien compris mon mari et moi donc faudrait être  blessé ou tué  ou …,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 10 mois, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Comme dab des vieux cowboys qui vous emmerdent pour rien et personne pour sortir ses couilles quand il y a besoin d'eux. Déplorable et a l'intelligence limitée,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 7 mois, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Venu à 6h à la maison, équipe bordélique et peu soigneuse , poil de chien partout. Voyage correcte , le chauffeur était cool mais 4 jour à manger pareil ... service hôtellerie et restauration tt compris mais chambre sale.
Je ne recommande pas spécialement...vernon est mieu","4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Je réécris mon avis qui date de 2017.

En vue de déposer plainte ce matin, j'ai été accueilli très gentiment par un …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 11 mois, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Je trouve les commentaires un peu dur et infondé ya franchement pire, moi chaque fois que je me suis déplacé j'ai trouvé les officiers de police à l'écoute, poli et même très sympa alors arrêtez c'est eux qui nous protège dehors, non ? …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 3 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Bonjour je tiens à signaler que les cellules sentent la mort j ai essayé de corrompre quel que una mais ils n'ont point accepté peux aimables j ai demander à me mettre avec mon amis ousman mais ils n ont pas voulus pas très sympa au passage …,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Accueil sympathique. Je voulais porter plainte, on m'a reçu vers 7h30 alors que ""normalement"" il ouvre vers 8h30. Pas de jugement de valeur, tout le monde était poli et amical, après je n'ai pas de point de comparaison avec d'autre …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 5 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Pfff incompétent. Pas à l'écoute du tout. Désagréable au téléphone. Dans le jugement et me conseille de fracassé des têtes. Bref à côtés de la plaque.,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,J'y ai passé plusieurs nuits plutôt correct les chambres n'était pas très propre mais le petit-déjeuner est compris dedans et le repas du midi reste vraiment à désirer j'y ai été fréquemment dérangé par mes voisins de chambre qui eux avait …,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Désagréable. Une policière qui prend de haut, l’impression de déranger. L’accueil ne donne vraiment pas envie d’être courtois.","4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Accueil chaleureux , menotte pas trop serrer , repas un peu froid mais très agréable, pause clope pour les fumeurs pendant la gav, chef de poste toujours à l’écoute je recommande","4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Je suis allée le 28/01/2019 deposer une plainte pour abus de confiance qui dure depuis 4 ans. le fonctionnaire de police qui m'a reçu a refusé de prendre ma plainte, rien pas même une main courante. Il m'a dit que ce n'était pas la police …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Personnel de chambre très désagréable, confort très sommaire, il faut parfois attendre 1 h que l'agent de garde se décidé pour vous laisser l'accès aux wc pour uriner. Le room service est déplorable, le riz poulet est à peine mangeable, je …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Inutile d'aller porter plainte,les policiers font tout pour vous en dissuader et même opposent carrément un refus, pire si vous les appeler pour faire constater une infraction c'est vous qui vous faites engueuler de les avoir déranger...à …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Merci pour le pv de 35 euros à 7h20 sur une place de livraison d une boulangerie fermée depuis des mois !!! (une infirmière à domicile qui en a assez),"4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,pire hôtel de police de france tu rentres pour une pleinte tu ressort 3jours après !!!!!!! ils sont incompétents,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 11 mois, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Parce qu il n y a pas moins d une etoile! Des personnes à  l accueil qui sont dans le jugement, pas du tout professionnel.","4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Le conseil et le service rendu est malheureusement à l'image de la politique Française.
Un conseil : Passez directement par un avocat et filmez votre accueil lorsque vous vous rendez dans cet hotel de police.
Cordialement.","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Des policiers ? Ce n'est pas se que j'y est trouvé...
Plutot des fonctionnaires qui ne veulent plus travaillé on les dérangent et les accablent de travail .... …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Parti pour porter plainte la policière nous prend de haut arrogante, mange son biscuit en même temps.","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Il est vrai qu’on ne voit jamais la police à cergy contrairement il y a 10 ans. Police totalement absente de la cité. La police municipale est beaucoup plus visible mais ils n ont pas vos attributions. …,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Les policiers se sont montrés très disponible.
Alors qu’ils patrouillaient, ils ont pris en charge mon problème rapidement et ont fourni un excellent travail.","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Une incompétence rarement vue trois fois que je me déplace pour récupérer ma voiture dossier complet le vendredi au dire de l'agent pour au final me faire revenir 3 fois...,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 3 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Inhumain il nous dénigre et raccroche au nez je l'ai appelé car c est le protocole pour avoir le nom de la pharmacie de garde et bien rien que sa il n on pas voulu et mon envoyer bouler,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 5 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Mal traitance dans les garde à vue  une fois tu rentre dedan t mort,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 11 mois, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Accueil assez bien,chef de poste calme et gentille,menotte très serre et opj assez menacant il ne faut juste pas se laisser impressioner.Cellule pas très confortbles sans couverture,odeur dèsagréable et procédures de fouilles beaucoup trop poussé.","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 5 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,D'une lenteur incroyable ! De plus je pense que c'est le seul commissariat de France ou il est possible de se faire voler sa carte bleue.,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 3 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,un service top  ! et des conseils concernant un vol dont je suis victime  . Merci encore,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Très professionnel et réactifs, sachant qu'il sont débordés et en sous effectif","4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Exécrable au téléphone.
Politesse inexistante.
À fuir absolument.","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 8 mois, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"des incompétents, surtout la dame de l’accueil « c’est pas assez grave »","4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"On ne voit jamais la police dans nos rues, que faites vous????

Je ne vois que la police municipale. …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Très bonne expérience surtout avec le service GEC, de la police scientifique, disponible et très professionnel, suis satisfait de nos experts à la française","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Bof bof Accueil pas très chaleureux, conduit menotté dans votre chambre (individuel c'est déjà ça) mais ménage pas fait , WC sur le palier il faut taper sur la vitre et crier ""HOOOOOOOOOO"" si vous avez envie de faire pipi par contre pour le …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 5 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Aucun respect par les gens qui appellent pour des nuisances
Inadmissible
Ce n’est pas ce que j’attends de la police nationale","4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,"Très bon poste de police , intervention rapide en cas d'urgence , continuez comme ça 💪 . …","4 Rue de la Croix des Maheux, 95000 Cergy",il y a 3 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Un grand merci à l’agent Vidal qui a juste été d’une gentillesse exceptionnelle !!,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Service  à domicile  mdr ence comprend,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Bien reçu et rapide quant au traitement de ma demande,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,4h dattente prendre votre demi-journée !!!!!! Organisation catastrophique,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 3 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Stationnement sur le parking du centre commercial des 3 fontaines,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 5 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Incompétents! Pas à l’écoute du tout !,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,vraiment pas aimable,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hôtel de police de Cergy,Vétuste,"4 Rue de la Croix des Maheux, 95000 Cergy",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Venu me chercher à mon domicile tôt le matin, le chauffeur n'était pas très cordial.
De plus arrivé à l'hôtel , la chambre laisse à désirer, le matelas était dur comme de la pierre. Pas de buffet à volonté, vraiment décevant !
Pour couronner le tout les animateurs posent sans cesse des questions assez personnelles.
Je ne recommande pas.","11 Rue du Marché Lanselles, 80000 Amiens",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Nouvelle nuit dans cet hôtel. Accueil très agréable de l'hôte. A notre surprise générale, l'hôte nous informe que nous disposons d'une chambre commune. Nous le remercions fortement sachant le prix de la nuit... …","11 Rue du Marché Lanselles, 80000 Amiens",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Agression au couteau en mars, deux femmes contre cinq hommes et toujours pas d'appels ni de nouvelles de ma plainte. Celle-ci n'est même pas encore arrivée au parquet. Vous n'avez pas eu le temps de cliquer sur envoyer par email en deux …","11 Rue du Marché Lanselles, 80000 Amiens",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,Super accueil avec une eau de qualité servi dans un gobelet en carton pour respecter les normes environnementales. Les hôtes seront vous mettre à l'aise et leur disponibilité tout au long de la nuit est vraiment appréciable pour l'ensemble …,"11 Rue du Marché Lanselles, 80000 Amiens",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Première et seule fois où je demanderais de l'aide. J'amène un jeune homme qui avait l'air perdu arrive sur Amiens, il m'avait dit qu'il devait aller à la police, je l'emmène donc, l'agent m'a pris de haut et très mal parler, je ne me suis …","11 Rue du Marché Lanselles, 80000 Amiens",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"L accueil est nul, l accompagnement et l aide apporter reste a désirer.
Comme le policier ma dis on ne viens pas vous apprendre votre travail alors ne m apprenez pas le miens mais si seulement dans la police on étais former sa se …","11 Rue du Marché Lanselles, 80000 Amiens",il y a 6 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Actuellement au poste.
Attente : environ 2h.
Prise à charge : médiocre. …","11 Rue du Marché Lanselles, 80000 Amiens",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Contrôlé cet après-midi lors d'une sortie d'une heure avec mes enfants, selon les mots de l'agent je trainais en bande. Un papa avec ses trois enfants, 15 ans, 13 ans et 9 ans, voyons ! Je tiens à préciser qu'une attestation est valable uniquement pour le responsable légal sortant avec ses enfants.","11 Rue du Marché Lanselles, 80000 Amiens",il y a 3 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,Police D'Amiens c'est de la m... Entre une opératrice téléphonique qui ne prend pas en compte les appels puisque à deux reprises j'ai demandé une intervention ainsi qu'un voisin qui as appelé 3 fois et toujours aucune intervention Et quand …,"11 Rue du Marché Lanselles, 80000 Amiens",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"superbe acceui merci au brigadier patrick qui, aprés 9h de garde a vue a daigner me donner un pitch au chocolat payé de sa poche
sinon je dois admettre que l'insalubrité de certaines chambre pourrai freiner …","11 Rue du Marché Lanselles, 80000 Amiens",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Ayant récemment connu une expérience dans ce commissariat, je peux vous dire que la literie est assez confortable, le personnel plutôt sympa et la chambre assez spacieuse avec une belle déco à base de gravures rupestres très bien travaillées.","11 Rue du Marché Lanselles, 80000 Amiens",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Le top jamais vu des policiers aussi gentils très respectueux, ils sont venus me chercher chez moi, ils n'ont pas cassé ma porte ils m'ont vouvoyer ils ne mon même pas frappé du jamais vue, ça change de Paris, au niveau des geôles bon pas top mais ça passe encore je recommande à 100%","11 Rue du Marché Lanselles, 80000 Amiens",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Suite à un vol de carte bleu dans un lieu sous vidéo surveillance et une utilisation frauduleuse pour plus de 1200€, la seule réponse ""bah pour vous c'est rien l'assurance va payer"" donc prend les plaintes mais aucune action derrière (même pas une demande de requisition video) bref les voleurs ont de très beaux jours devant eux....","11 Rue du Marché Lanselles, 80000 Amiens",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Service laisse à désirer, menottes un peu trop serré mon arriver chambre dans un sale état mais geôlier sympathique eau du robinet à volonté sur demande et +1 pour le petit dej briquette de jus avec petit gâteau (demandé double matelas sinon mal de dos garantie)","11 Rue du Marché Lanselles, 80000 Amiens",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Parfait Bed & Breakfast ! Mais lors du booking de la chambre, l’hote a mal orthographié mon nom, ce qui a porté temporellement un préjudice à la réception de notre resa.","11 Rue du Marché Lanselles, 80000 Amiens",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,Horaires non adaptées au public. Ne répondent pas quand on sonne. Ne répondent pas au tél. Service public pas au service du public.,"11 Rue du Marché Lanselles, 80000 Amiens",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Aucune aide de leur part, j’al perdu tout mes papiers mais ils préfèrent rigoler. Beaucoup trop hautains.","11 Rue du Marché Lanselles, 80000 Amiens",il y a 5 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,Vous êtes efficaces à tout vôtre domaine c'est ça qui nous faux *****,"11 Rue du Marché Lanselles, 80000 Amiens",il y a un an, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"A proximité de l'hyper-centre d'Amiens, il m'a été possible d'utiliser leurs WC pour une envie pressante.","11 Rue du Marché Lanselles, 80000 Amiens",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,Garde à vue niquel accueil chaleureux seul bémol bouffe degeulasse,"11 Rue du Marché Lanselles, 80000 Amiens",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,5 étoiles pour les commentaires que je viens de lire qui sont plein d'humour et aussi parce que j'ai pas envie d'avoir des problèmes 😄 …,"11 Rue du Marché Lanselles, 80000 Amiens",il y a 3 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,"Bien accueillie, contrairement au poste d'amiens nord.","11 Rue du Marché Lanselles, 80000 Amiens",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515
Hotel de Police d'Amiens,La police 💵 …,"11 Rue du Marché Lanselles, 80000 Amiens",il y a un an, Hauts-de-France,50.1024606,2.7247515
Poste de Police Municipale Caserne Bossut,"J'ai retrouvé ma carte d'identité perdu que je croyais volé. Grace à un courriel envoyer par la police municipale de Pontoise. Je remercie celui qui à apporter ma carte d'identité, et le professionnalisme du commissariat","Rue du Premier Dragon, 95000 Pontoise",il y a 11 mois, Hauts-de-France,50.1024606,2.7247515
Poste de Police Municipale Caserne Bossut,Mieux que la Police situé à Cergy près des 3 fontaines. On prend très au sérieux votre appel. Au début on vous demande votre numéro de téléphone et votre adresse et on vous dit qu'on vous recontactera. Vous vous dites sans doute que c'est pour se débarrasser de vous mais non on vous rappel dès que possible et ils sont près à intervenir. Je suis très satisfaite enfin de bons fonctionnaires de police.,"Rue du Premier Dragon, 95000 Pontoise",il y a 5 ans, Hauts-de-France,50.1024606,2.7247515
Poste de Police Municipale Caserne Bossut,"J'ai trouvé un yorkshire (croisé sans doute) vers 11h00 sur le parvis de la préfecture. Collier, pas de tatouage. J'ai appelé la police municipale qui m'a dit envoyer une patrouille le récupérer dès que possible. Ils sont venus à 12h30. Très sympas.","Rue du Premier Dragon, 95000 Pontoise",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Poste de Police Municipale Caserne Bossut,"Des agents professionnels et avec un très bon sens du relationnel.
Je les connais depuis longtemps et il n'y a pas meilleur qu'eux !
Je sais que je pourrais toujours compter sur eux !","Rue du Premier Dragon, 95000 Pontoise",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Poste de Police Municipale Caserne Bossut,J'ai eu besoin d'eux pour un perturbateur. La brigade cynophile de la police municipale est intervenue avec professionnalisme et en faisant preuve de discernement. Merci et bravo.,"Rue du Premier Dragon, 95000 Pontoise",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Poste de Police Municipale Caserne Bossut,Tres bon acceuil !,"Rue du Premier Dragon, 95000 Pontoise",il y a 6 mois, Hauts-de-France,50.1024606,2.7247515
Poste de Police Municipale Caserne Bossut,"Un tres bon accueil, patient, humain...","Rue du Premier Dragon, 95000 Pontoise",il y a un an, Hauts-de-France,50.1024606,2.7247515
Poste de Police Municipale Caserne Bossut,Injoignables...,"Rue du Premier Dragon, 95000 Pontoise",il y a 4 ans, Hauts-de-France,50.1024606,2.7247515
Poste de Police Municipale Caserne Bossut,incompétent,"Rue du Premier Dragon, 95000 Pontoise",il y a 5 ans, Hauts-de-France,50.1024606,2.7247515
Commissariat de Police Nationale,"L'agent d'accueil qui m'a reçue ce jour (le lundi 10 janvier, aux alentours de 17h) était d'une inefficacité remarquable. Un grand merci à l'officier qui a ensuite réglé mon problème et courage à vous qui devez perdre beaucoup de temps à cause de son incompétence.","Pl. Salvador Allende, 94140 Alfortville",il y a un an, Hauts-de-France,50.1024606,2.7247515
